"Model","RMSE_Train","RMSE_Test","R2_Train","R2_Test"
"Market Value Model",0.00467220759456005,0.00420091537686968,0.99904972978393,0.999053988149066
"Blue Economy Model",48074.2291778825,80102.9134578064,0.999408424439078,0.998536807297828
"Landings Model",3269812.43674995,5552701.26109691,0.915637551505616,0.671534888013855
"Consumption Model",0.107612087958185,0.189875625175783,0.998632436267315,0.997065436937686
"Exports Model",84330.3712291952,50648.972041216,0.998467684312971,0.999501741612624
"Market Value Model",0.00334031209318813,0.00101632571031576,0.999396802267693,0.999963743732964
"Blue Economy Model",52752.2873643135,58329.2054708939,0.999349775198334,0.998947711815974
"Landings Model",3269812.43674995,5552701.26109691,0.915637551505616,0.671534888013855
"Consumption Model",0.107612087958185,0.189875625175783,0.998632436267315,0.997065436937686
"Exports Model",84330.3712291952,50648.972041216,0.998467684312971,0.999501741612624
"Market Value Model",0.00500066207043316,0.00264298095077598,0.998838256819869,0.999773445085419
"Blue Economy Model",64161.5801536663,22330.3475868659,0.99902511808667,0.999848929742373
"Landings Model",3269812.43674995,5552701.26109691,0.915637551505616,0.671534888013855
"Consumption Model",0.107612087958185,0.189875625175783,0.998632436267315,0.997065436937686
"Exports Model",84330.3712291952,50648.972041216,0.998467684312971,0.999501741612624
"Market Value Model",0.00359964960607852,0.000955670943327198,0.99928725518961,0.999962436568594
"Blue Economy Model",51892.2476678855,59032.4882258243,0.999336292212672,0.999065367371143
"Landings Model",3269812.43674995,5552701.26109691,0.915637551505616,0.671534888013855
"Consumption Model",0.107612087958185,0.189875625175783,0.998632436267315,0.997065436937686
"Exports Model",84330.3712291952,50648.972041216,0.998467684312971,0.999501741612624
"Market Value Model",0.00359964960607852,0.000955670943327198,0.99928725518961,0.999962436568594
"Blue Economy Model",95701.685871279,90436.3448690095,0.997829394409644,0.997812628007839
"Landings Model",3269812.43674995,5552701.26109691,0.915637551505616,0.671534888013855
"Consumption Model",0.107612087958185,0.189875625175783,0.998632436267315,0.997065436937686
"Exports Model",84330.3712291952,50648.972041216,0.998467684312971,0.999501741612624
"Market Value Model",0.00359964960607852,0.000955670943327198,0.99928725518961,0.999962436568594
"Blue Economy Model",103450.09092883,64672.1542101192,0.99736925301279,0.998877628331564
"Landings Model",3269812.43674995,5552701.26109691,0.915637551505616,0.671534888013855
"Consumption Model",0.107612087958185,0.189875625175783,0.998632436267315,0.997065436937686
"Exports Model",84330.3712291952,50648.972041216,0.998467684312971,0.999501741612624
"Market Value Model",0.00367671127987107,0.00175388452750426,0.999282513766714,0.999889760924697
"Blue Economy Model",55530.6484999245,115997.586891437,0.999207197531867,0.996827356892785
