"Model","RMSE_Train","RMSE_Test","R2_Train","R2_Test"
"Market Value Model",0.0182206377903915,0.036960354392777,0.999138629132277,0.996469777167117
"Blue Economy Model",36510.6415697253,26410.4739930266,0.973480014756911,0.986574815064691
"Landings Model",173264.955823081,288005.518400156,0.921759585482495,0.636304827563525
"Consumption Model",0.14659686570463,0.169685004367704,0.997731248197274,0.997274832969776
"Exports Model",77915.6803784374,56923.4143016328,0.99774126974851,0.999033812732715
"Market Value Model",0.0175938082247351,0.0292081246269736,0.999142228835509,0.998147172450155
"Blue Economy Model",27553.4234290409,21209.7542913614,0.985141105476541,0.979671389200682
"Landings Model",173264.955823081,288005.518400156,0.921759585482495,0.636304827563525
"Consumption Model",0.14659686570463,0.169685004367704,0.997731248197274,0.997274832969776
"Exports Model",77915.6803784374,56923.4143016328,0.99774126974851,0.999033812732715
"Market Value Model",0.0194954734966924,0.0297312259441865,0.998953467307771,0.998104855628514
"Blue Economy Model",23477.919395878,26771.8371113786,0.98495034214919,0.987245234396085
"Landings Model",173264.955823081,288005.518400156,0.921759585482495,0.636304827563525
"Consumption Model",0.14659686570463,0.169685004367704,0.997731248197274,0.997274832969776
"Exports Model",77915.6803784374,56923.4143016328,0.99774126974851,0.999033812732715
"Market Value Model",0.020601802121119,0.0263803059045307,0.998836975605265,0.998495660448154
"Blue Economy Model",23946.8904400459,24669.3004500749,0.985267916527572,0.996855414967248
"Landings Model",173264.955823081,288005.518400156,0.921759585482495,0.636304827563525
"Consumption Model",0.14659686570463,0.169685004367704,0.997731248197274,0.997274832969776
"Exports Model",77915.6803784374,56923.4143016328,0.99774126974851,0.999033812732715
"Market Value Model",0.0431451738497907,0.043610960198435,0.995604222630523,0.99648171038754
