Stock Name,,Atlantic cod - Gulf of Maine,Atlantic cod - Gulf of Maine,Atlantic cod - Gulf of Maine,Atlantic cod - Gulf of Maine,Atlantic cod - Gulf of Maine,Atlantic cod - Gulf of Maine,Atlantic cod - Gulf of Maine,Atlantic cod - Gulf of Maine,Atlantic cod - Gulf of Maine,Atlantic cod - Gulf of Maine,Atlantic cod - Gulf of Maine,Atlantic cod - Gulf of Maine,Atlantic cod - Gulf of Maine,Atlantic cod - Gulf of Maine,Atlantic cod - Gulf of Maine,Atlantic cod - Gulf of Maine,Atlantic menhaden - Atlantic Coast,Atlantic menhaden - Atlantic Coast,Atlantic menhaden - Atlantic Coast,Atlantic menhaden - Atlantic Coast,Atlantic menhaden - Atlantic Coast,Atlantic menhaden - Atlantic Coast,Atlantic menhaden - Atlantic Coast,Atlantic menhaden - Atlantic Coast,Atlantic wolffish - Gulf of Maine / Georges Bank,Atlantic wolffish - Gulf of Maine / Georges Bank,Atlantic wolffish - Gulf of Maine / Georges Bank,Atlantic wolffish - Gulf of Maine / Georges Bank,Atlantic wolffish - Gulf of Maine / Georges Bank,Atlantic wolffish - Gulf of Maine / Georges Bank,Atlantic wolffish - Gulf of Maine / Georges Bank,Atlantic wolffish - Gulf of Maine / Georges Bank,Atlantic wolffish - Gulf of Maine / Georges Bank,Atlantic wolffish - Gulf of Maine / Georges Bank,Atlantic wolffish - Gulf of Maine / Georges Bank,Atlantic wolffish - Gulf of Maine / Georges Bank,Atlantic wolffish - Gulf of Maine / Georges Bank,Atlantic wolffish - Gulf of Maine / Georges Bank,Atlantic wolffish - Gulf of Maine / Georges Bank,Atlantic wolffish - Gulf of Maine / Georges Bank,Atlantic wolffish - Gulf of Maine / Georges Bank,Atlantic wolffish - Gulf of Maine / Georges Bank,Atlantic wolffish - Gulf of Maine / Georges Bank,Atlantic wolffish - Gulf of Maine / Georges Bank,Haddock - Gulf of Maine,Haddock - Gulf of Maine,Haddock - Gulf of Maine,Haddock - Gulf of Maine,Haddock - Gulf of Maine,Haddock - Gulf of Maine,Haddock - Gulf of Maine,Haddock - Gulf of Maine,Haddock - Gulf of Maine,Haddock - Gulf of Maine,Haddock - Gulf of Maine,Haddock - Gulf of Maine,Haddock - Gulf of Maine,Haddock - Gulf of Maine,Haddock - Gulf of Maine,Haddock - Gulf of Maine,Haddock - Gulf of Maine,Haddock - Gulf of Maine,Haddock - Gulf of Maine,Haddock - Gulf of Maine,Haddock - Gulf of Maine,Haddock - Gulf of Maine,Haddock - Gulf of Maine,Haddock - Gulf of Maine,Haddock - Gulf of Maine,Haddock - Gulf of Maine,Haddock - Gulf of Maine,Haddock - Gulf of Maine,Haddock - Gulf of Maine,Haddock - Gulf of Maine,Haddock - Gulf of Maine,Haddock - Gulf of Maine,Pollock - Gulf of Maine / Georges Bank,Pollock - Gulf of Maine / Georges Bank,Pollock - Gulf of Maine / Georges Bank,Pollock - Gulf of Maine / Georges Bank,Pollock - Gulf of Maine / Georges Bank,Pollock - Gulf of Maine / Georges Bank,Pollock - Gulf of Maine / Georges Bank,Pollock - Gulf of Maine / Georges Bank,Pollock - Gulf of Maine / Georges Bank,Pollock - Gulf of Maine / Georges Bank,Pollock - Gulf of Maine / Georges Bank,Pollock - Gulf of Maine / Georges Bank,Pollock - Gulf of Maine / Georges Bank,Pollock - Gulf of Maine / Georges Bank,Pollock - Gulf of Maine / Georges Bank,Pollock - Gulf of Maine / Georges Bank,Pollock - Gulf of Maine / Georges Bank,Pollock - Gulf of Maine / Georges Bank,Pollock - Gulf of Maine / Georges Bank,Pollock - Gulf of Maine / Georges Bank,Pollock - Gulf of Maine / Georges Bank,Pollock - Gulf of Maine / Georges Bank,Pollock - Gulf of Maine / Georges Bank,Pollock - Gulf of Maine / Georges Bank,Pollock - Gulf of Maine / Georges Bank,Pollock - Gulf of Maine / Georges Bank,Pollock - Gulf of Maine / Georges Bank,White hake - Gulf of Maine / Georges Bank,White hake - Gulf of Maine / Georges Bank,White hake - Gulf of Maine / Georges Bank,White hake - Gulf of Maine / Georges Bank,White hake - Gulf of Maine / Georges Bank,White hake - Gulf of Maine / Georges Bank,White hake - Gulf of Maine / Georges Bank,White hake - Gulf of Maine / Georges Bank,White hake - Gulf of Maine / Georges Bank,White hake - Gulf of Maine / Georges Bank,White hake - Gulf of Maine / Georges Bank,White hake - Gulf of Maine / Georges Bank,White hake - Gulf of Maine / Georges Bank,White hake - Gulf of Maine / Georges Bank,White hake - Gulf of Maine / Georges Bank,White hake - Gulf of Maine / Georges Bank,White hake - Gulf of Maine / Georges Bank,White hake - Gulf of Maine / Georges Bank,White hake - Gulf of Maine / Georges Bank,White hake - Gulf of Maine / Georges Bank,White hake - Gulf of Maine / Georges Bank,White hake - Gulf of Maine / Georges Bank,White hake - Gulf of Maine / Georges Bank,White hake - Gulf of Maine / Georges Bank,White hake - Gulf of Maine / Georges Bank,White hake - Gulf of Maine / Georges Bank,White hake - Gulf of Maine / Georges Bank,Winter flounder - Gulf of Maine,Winter flounder - Gulf of Maine,Winter flounder - Gulf of Maine,Winter flounder - Gulf of Maine,Winter flounder - Gulf of Maine,Winter flounder - Gulf of Maine,Winter flounder - Gulf of Maine,Winter flounder - Gulf of Maine,Winter flounder - Gulf of Maine,Winter flounder - Gulf of Maine,Winter flounder - Gulf of Maine,Winter flounder - Gulf of Maine,Winter flounder - Gulf of Maine,Winter flounder - Gulf of Maine,Winter flounder - Gulf of Maine,Winter flounder - Gulf of Maine,Winter flounder - Gulf of Maine,Winter flounder - Gulf of Maine,Yellowtail flounder - Cape Cod / Gulf of Maine,Yellowtail flounder - Cape Cod / Gulf of Maine,Yellowtail flounder - Cape Cod / Gulf of Maine,Yellowtail flounder - Cape Cod / Gulf of Maine,Yellowtail flounder - Cape Cod / Gulf of Maine,Yellowtail flounder - Cape Cod / Gulf of Maine,Yellowtail flounder - Cape Cod / Gulf of Maine,Yellowtail flounder - Cape Cod / Gulf of Maine,Yellowtail flounder - Cape Cod / Gulf of Maine,Yellowtail flounder - Cape Cod / Gulf of Maine,Yellowtail flounder - Cape Cod / Gulf of Maine,Yellowtail flounder - Cape Cod / Gulf of Maine,Yellowtail flounder - Cape Cod / Gulf of Maine,Yellowtail flounder - Cape Cod / Gulf of Maine,Yellowtail flounder - Cape Cod / Gulf of Maine,Yellowtail flounder - Cape Cod / Gulf of Maine,Yellowtail flounder - Cape Cod / Gulf of Maine,Yellowtail flounder - Cape Cod / Gulf of Maine,Yellowtail flounder - Cape Cod / Gulf of Maine,Yellowtail flounder - Cape Cod / Gulf of Maine,Yellowtail flounder - Cape Cod / Gulf of Maine,Yellowtail flounder - Cape Cod / Gulf of Maine,Yellowtail flounder - Cape Cod / Gulf of Maine,Yellowtail flounder - Cape Cod / Gulf of Maine
Stock ID,,10508,10508,10508,10508,10508,10508,10508,10508,10508,10508,10508,10508,10508,10508,10508,10508,11089,11089,11089,11089,11089,11089,11089,11089,11562,11562,11562,11562,11562,11562,11562,11562,11562,11562,11562,11562,11562,11562,11562,11562,11562,11562,11562,11562,10519,10519,10519,10519,10519,10519,10519,10519,10519,10519,10519,10519,10519,10519,10519,10519,10519,10519,10519,10519,10519,10519,10519,10519,10519,10519,10519,10519,10519,10519,10519,10519,10515,10515,10515,10515,10515,10515,10515,10515,10515,10515,10515,10515,10515,10515,10515,10515,10515,10515,10515,10515,10515,10515,10515,10515,10515,10515,10515,10518,10518,10518,10518,10518,10518,10518,10518,10518,10518,10518,10518,10518,10518,10518,10518,10518,10518,10518,10518,10518,10518,10518,10518,10518,10518,10518,10028,10028,10028,10028,10028,10028,10028,10028,10028,10028,10028,10028,10028,10028,10028,10028,10028,10028,10035,10035,10035,10035,10035,10035,10035,10035,10035,10035,10035,10035,10035,10035,10035,10035,10035,10035,10035,10035,10035,10035,10035,10035
Assessment ID,,11716,9282,7899,5953,3144,3144,3144,3144,1478,1478,1478,1478,484,484,484,484,12496,12496,12496,12496,9509,9509,9509,9509,12525,12525,12525,12525,10669,10669,10669,10669,7923,7923,7923,7923,5951,5951,5951,5951,3175,3175,3175,3175,12527,12527,12527,12527,9285,9285,9285,9285,7902,7902,7902,7902,5896,5896,5896,5896,5040,5040,5040,5040,3166,3166,3166,3166,1322,1322,1322,1322,508,508,508,508,12537,12537,12537,12537,9302,9302,9302,9302,7922,7922,7922,7922,5914,5914,5914,5914,5361,5361,5361,5361,2524,2524,2524,2524,502,502,502,12536,12536,12536,12536,9326,9326,9326,9326,7921,7921,7921,7921,5913,5913,5913,5913,3710,3710,3710,3710,1338,1338,1338,1338,506,506,506,12534,12534,12534,10678,10678,10678,7927,7927,7927,5886,5886,5886,5362,2843,31,31,31,31,12532,12532,12532,12532,9322,9322,9322,9322,7903,7903,7903,7903,5897,5897,5897,5897,1496,1496,1496,1496,44,44,44,44
Assessment Year,,2021,2019,2017,2015,2012,2012,2012,2012,2008,2008,2008,2008,2005,2005,2005,2005,2022,2022,2022,2022,2020,2020,2020,2020,2022,2022,2022,2022,2020,2020,2020,2020,2017,2017,2017,2017,2015,2015,2015,2015,2012,2012,2012,2012,2022,2022,2022,2022,2019,2019,2019,2019,2017,2017,2017,2017,2015,2015,2015,2015,2014,2014,2014,2014,2012,2012,2012,2012,2008,2008,2008,2008,2005,2005,2005,2005,2022,2022,2022,2022,2019,2019,2019,2019,2017,2017,2017,2017,2015,2015,2015,2015,2014,2014,2014,2014,2010,2010,2010,2010,2005,2005,2005,2022,2022,2022,2022,2019,2019,2019,2019,2017,2017,2017,2017,2015,2015,2015,2015,2013,2013,2013,2013,2008,2008,2008,2008,2005,2005,2005,2022,2022,2022,2020,2020,2020,2017,2017,2017,2015,2015,2015,2014,2011,2005,2005,2005,2005,2022,2022,2022,2022,2019,2019,2019,2019,2017,2017,2017,2017,2015,2015,2015,2015,2008,2008,2008,2008,2005,2005,2005,2005
Assessment Month,,9,10,10,11,1,1,1,1,9,9,9,9,12,12,12,12,11,11,11,11,1,1,1,1,9,9,9,9,9,9,9,9,10,10,10,10,11,11,11,11,3,3,3,3,9,9,9,9,10,10,10,10,10,10,10,10,11,11,11,11,8,8,8,8,3,3,3,3,9,9,9,9,12,12,12,12,9,9,9,9,10,10,10,10,10,10,10,10,11,11,11,11,12,12,12,12,7,7,7,7,12,12,12,9,9,9,9,10,10,10,10,10,10,10,10,11,11,11,11,4,4,4,4,9,9,9,9,12,12,12,9,9,9,9,9,9,10,10,10,11,11,11,12,7,12,12,12,12,9,9,9,9,10,10,10,10,10,10,10,10,11,11,11,11,9,9,9,9,12,12,12,12
Parameter,Year,Catch,Catch,Catch,Catch,Catch,Fmort,Recruitment,Abundance,Catch,Fmort,Recruitment,Abundance,Catch,Fmort,Recruitment,Abundance,Catch,Fmort,Recruitment,Abundance,Catch,Fmort,Recruitment,Abundance,Catch,Fmort,Recruitment,Abundance,Catch,Fmort,Recruitment,Abundance,Catch,Fmort,Recruitment,Abundance,Catch,Fmort,Recruitment,Abundance,Catch,Fmort,Recruitment,Abundance,Catch,Abundance,Fmort,Recruitment,Catch,Fmort,Recruitment,Abundance,Catch,Fmort,Recruitment,Abundance,Catch,Fmort,Recruitment,Abundance,Catch,Fmort,Recruitment,Abundance,Catch,Fmort,Recruitment,Abundance,Catch,Fmort,Recruitment,Abundance,Catch,Abundance,Fmort,Recruitment,Catch,Fmort,Recruitment,Abundance,Catch,Fmort,Recruitment,Abundance,Catch,Fmort,Recruitment,Abundance,Catch,Fmort,Recruitment,Abundance,Catch,Fmort,Recruitment,Abundance,Catch,Fmort,Recruitment,Abundance,Catch,Abundance,Fmort,Catch,Fmort,Recruitment,Abundance,Catch,Fmort,Recruitment,Abundance,Catch,Fmort,Recruitment,Abundance,Catch,Fmort,Recruitment,Abundance,Catch,Fmort,Recruitment,Abundance,Catch,Fmort,Recruitment,Abundance,Catch,Abundance,Fmort,Catch,Abundance,Fmort,Catch,Abundance,Fmort,Catch,Fmort,Abundance,Catch,Fmort,Abundance,Catch,Catch,Catch,Fmort,Recruitment,Abundance,Catch,Abundance,Fmort,Recruitment,Catch,Fmort,Recruitment,Abundance,Catch,Fmort,Recruitment,Abundance,Catch,Fmort,Recruitment,Abundance,Catch,Fmort,Recruitment,Abundance,Catch,Fmort,Recruitment,Abundance
Description,,Total Catch,Total Catch,Reported Catch - Total (Mean),Reported Catch - Total (Mean),Reported Catch - Total (Mean),"Total F, Ages 5-7 (Mean)","Abundance, Age 1 (Mean)",Mature Biomass (Mean),Reported Catch - Total (Mean),"Mean F, Ages 5-7","Abundance, Age 1 (Mean)",Mature Biomass (Mean),Catch - Landings + Commercial Discards,"Mean F, Ages 4-5","Abundance, Age 1",Spawning Stock Biomass,Predicted Total landings,F for Fully-Selected Fish,Abundance - Age 0,Female Reproductive Output,Total Landings,F.full,age-0 Fish,eggs,Total Catch,F for Fully-Selected Fish,Recruits - Age 1,Spawning Stock Biomass,Total Catch,F Rate for Fully Selected Fish,Abundance - Age 0,Spawning Stock Biomass,Modeled Catch - Total,Apical F,"Biomass, Age 1","Mature Biomass, Survey (Mean)",Modeled Catch - Total,"Apical F, All","Survey Biomass, Age 1",Spawning Stock Biomass (Mean),Modeled Catch - Total,Apical F,Abundance - Age 0,Spawning Stock Biomass,Total Catch,Spawning Stock Biomass,F for Fully-Selected Fish,Recruits - Age 1,Total Removals,Retrospective Adjusted F Rate for Fully Selected Fish - Age 8+,Abundance - Age 1,Retrospective Adjusted Spawning Stock Biomass,Reported Catch - Total (Mean),Mean F,"Abundance, Age 1 (Mean)",Mature Biomass (Mean),Reported Catch - Total (Mean),Mean F,"Abundance, Age 1 (Mean)",Mature Biomass (Mean),Reported Catch - Total (Mean),Mean F,"Abundance, Age 1 (Mean)",Mature Biomass (Mean),Reported Catch - Total (Mean),"Mean F, Ages 6-8","Abundance, Age 1 (Mean)",Mature Biomass (Mean),Reported Catch - Total (Mean),"Mean F, Ages 6-8","Abundance, Age 1 (Mean)",Mature Biomass (Mean),Reported Catch - Landings,"Survey Biomass, NEFSC Fall Survey (Terminal Year 3-Year Average)",Exploitation (Catch/Survey Biomass),"Survey Abundance, Age 1, NEFSC Fall Survey",Total Catch,Fishing Mortality for age 5 to 7 fish,Abundance - Age 1,Spawning Stock Biomass,Total Catch,Retrospective Adjusted Average Fishing mortality Rate - Ages 5 - 7,Abundance - Age 1,Retrospective Adjusted Spawning Stock Biomass,Reported Catch - Total (Mean),"Mean F, Ages 5-7 (Retro Adjusted 2016)","Abundance, Age 1 (Mean)","Mature Biomass, Retro Adjusted 2016",Reported Catch - Total (Mean),"Mean F, Ages 5-7 (Retro Adjusted 2014)","Abundance, Age 1 (Mean)",Mature Biomass (Retro Adjusted 2014),Reported Catch - Total (Mean),"Mean F, Ages 5-7","Abundance, Age 1 (Mean)",Mature Biomass (Mean),Reported Catch - Total (Mean),"Mean F, Ages 5-7","Abundance, Age 1 (Mean)",Mature Biomass (Mean),Reported Catch - Landings,NEFSC Fall Survey Index - 3 Year Average Terminal Year,Exploitation Rate,Total Catch,F for Fully-Selected Fish - Retrospective Adjusted,Recruits - Age 1,Spawning Stock Biomass - Retrospective Adjusted,Total Catch,Retrospective Adjusted F Rate for Fully Selected Fish - Ages 6+,Recruits - Age 1,Retrospective Adjusted Spawning Stock Biomass,Reported Catch - Total (Mean),"Apical F, Ages 6-9+ (Mean) [Retro-Adjusted Terminal Year]","Abundance, Age 1 (Mean)","Mature Biomass, Retro Adjusted Terminal Year (Mean)",Reported Catch - Total (Mean),"Apical F, Ages 6-9 (Mean)","Abundance, Age 1 (Mean)",Mature Biomass (Mean),Reported Catch - Total (Mean),"Apical F, Age 6 (Mean)","Abundance, Age 1 (Mean)",Mature Biomass (Mean),Reported Catch - Total (Mean),"Apical F, Age 6 (Mean)","Abundance, Age 1 (Mean)",Mature Biomass (Mean),Reported Catch - Landings,"NEFSC Fall Survey Index, 60cm+ (3-Year Moving Average)",Exploitation (Catch/Survey Biomass),Total Catch,Survey Biomass - 30+cm fish,Catch / Biomass for 30cm+ fish,Total Catch,Survey Biomass Index,Exploitation Rate - Adult Fish,Estimated Total Catch,Exploitation Rate of Mature Fish,Survey Mature Biomass,Estimated Total Catch,Exploitation Rate of Mature Fish,Survey Mature Biomass,Total Catch,Total Catch,Catch - Landings + Discards,"Mean F, Ages 5-6",Abundance,"Spawning Stock Biomass, Age 1",Estimated Commercial Catch,Spawning Stock Biomass - Retrospective Adjusted,F for Fully-Selected Fish - Restrospective Adjusted,Recruits - Age 1,Total Catch,Retrospective Adjusted F Rate for Fully Selected Fish - Ages 4 - 5,Recruits - Age 1,Retrospective Adjusted Spawning Stock Biomass,Reported Catch - Total (Mean),"Mean F, Ages 4-5 (Retro Adjusted Terminal Year)","Abundance, Age 1 (Mean)","Mature Biomass, Retro Adjusted Terminal Year (Mean)",Reported Catch - Total (Mean),"Mean F, Ages 4-5 (Retro Adjusted 2014)","Abundance, Age 1 (Mean)",Mature Biomass (Retro Adjusted 2014),Reported Catch - Total (Mean),"Mean F, Ages 4-6","Abundance, Age 1 (Mean)",Mature Biomass (Mean),Catch - US Only,"Mean F, Age 3+ (Unweighted)","Abundance, Age 1",Spawning Stock Biomass
Unit,,Metric Tons,Metric Tons,Metric Tons,Metric Tons,Metric Tons,Rate,"Number x 1,000",Metric Tons,Metric Tons,Rate,"Number x 1,000",Metric Tons,Metric Tons,Rate,"Number x 1,000",Metric Tons,Thousand Metric Tons,Fully-selected F,Billion Recruits,Billion Eggs,1000 mt,ages 2-4,billions,billions,Metric Tons,Fully-selected F,Million Recruits,Metric Tons,Metric Tons,Apical F,Million Recruits,Metric Tons,Metric Tons,Rate,Metric Tons,Metric Tons,Metric Tons,Rate,Metric Tons,Metric Tons,Metric Tons,Rate,Thousand Recruits,Metric Tons,Metric Tons,Metric Tons,Fully-selected F,Thousand Recruits,Metric Tons,Fully Selected F,Thousand Recruits,Metric Tons,Metric Tons,Rate,"Number x 1,000",Metric Tons,Metric Tons,Rate,"Number x 1,000",Metric Tons,Metric Tons,Rate,"Number x 1,000",Metric Tons,Metric Tons,Rate,"Number x 1,000",Metric Tons,Metric Tons,Rate,"Number x 1,000",Metric Tons,Metric Tons,Kilograms/Tow,Rate,"Number/Tow x 1,000",Metric Tons,Average F,Thousand Recruits,Metric Tons,Metric Tons,Average F,Thousand Recruits,Metric Tons,Metric Tons,Rate,"Number x 1,000",Metric Tons,Metric Tons,Rate,"Number x 1,000",Metric Tons,Metric Tons,Rate,"Number x 1,000",Metric Tons,Metric Tons,Rate,"Number x 1,000",Metric Tons,Metric Tons,Kilograms/Tow,Rate,Metric Tons,Fully-selected F,Thousand Recruits,Metric Tons,Metric Tons,Fully Selected F,Thousand Recruits,Metric Tons,Metric Tons,Rate,"Number x 1,000",Metric Tons,Metric Tons,Rate,"Number x 1,000",Metric Tons,Metric Tons,Rate,"Number x 1,000",Metric Tons,Metric Tons,Rate,"Number x 1,000",Metric Tons,Metric Tons,Kilograms/Tow,Rate,Metric Tons,Metric Tons,Exploitation Rate,Metric Tons,Metric Tons,Catch / Survey - Estimated Biomass,Metric Tons,Catch / Biomass,Metric Tons,Metric Tons,Catch / Biomass,Metric Tons,Metric Tons,Metric Tons,Metric Tons,Rate,"Number x 1,000,000",Metric Tons,Metric Tons,Metric Tons,Fully-selected F,Thousand Recruits,Metric Tons,Fully Selected F,Thousand Recruits,Metric Tons,Thousand Metric Tons,Rate,"Number x 1,000",Metric Tons,Thousand Metric Tons,Rate,"Number x 1,000",Metric Tons,Thousand Metric Tons,Rate,"Number x 1,000",Metric Tons,Metric Tons,Rate,"Number x 1,000,000",Metric Tons
,1935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,,,,,,,,,,,,,,,,,,,
,1936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,,,,,,,,,,,,,,,,,,,
,1937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,700,,,,,,,,,,,,,,,,,,,
,1938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,700,,,,,,,,,,,,,,,,,,,
,1939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,800,,,,,,,,,,,,,,,,,,,
,1940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1200,,,,,,,,,,,,,,,,,,,
,1941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1700,,,,,,,,,,,,,,,,,,,
,1942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,,,,
,1943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1734,,,,,,,,,,,,,,,,,,,
,1944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2031,,,,,,,,,,,,,,,,,,,
,1945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1614,,,,,,,,,,,,,,,,,,,
,1946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1614,,,,,,,,,,,,,,,,,,,
,1947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1422,,,,,,,,,,,,,,,,,,,
,1948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,910,,,,,,,,,,,,,,,,,,,
,1949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1621,,,,,,,,,,,,,,,,,,,
,1950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1787,,,,,,,,,,,,,,,,,,,
,1951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1062,,,,,,,,,,,,,,,,,,,
,1952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1037,,,,,,,,,,,,,,,,,,,
,1953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1040,,,,,,,,,,,,,,,,,,,
,1954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1414,,,,,,,,,,,,,,,,,,,
,1955,,,,,,,,,,,,,,,,,656.5233154,0.301699996,143.2346954,3502927,656.7600098,0.25999999,154.8690033,3943202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1720,,,,,,,,,,,,,,,,,,,
,1956,,,,,,,,,,,,,,,,,735.303894,0.485110015,231.8191986,2610170,735.5020142,0.409999996,255.9689941,2939436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1826,,,,,,,,,,,,,,,,,,,
